depth	lineage	size
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Brevundimonas__Comamonadaceae__Planococcaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Brevundimonas__Dialister__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Christensenellaceae_R-7_group__[Eubacterium]_coprostanoligenes_group__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Christensenellaceae_R-7_group__[Eubacterium]_siraeum_group__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Christensenellaceae_R-7_group__Clostridia_UCG-014__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Christensenellaceae_R-7_group__Faecalibacterium__Ruminococcaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Christensenellaceae_R-7_group__Faecalibacterium__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Christensenellaceae_R-7_group__RF39__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Christensenellaceae_R-7_group__UCG-002__Clostridia_UCG-014	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Christensenellaceae_R-7_group__UCG-002__UCG-005	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__[Eubacterium]_hallii_group__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__[Eubacterium]_hallii_group__Blautia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Akkermansia__Enterobacterales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Alistipes__Akkermansia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Alistipes__Bacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Alistipes__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Christensenellaceae_R-7_group__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Faecalibacterium__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Lachnospiraceae__Christensenellaceae_R-7_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Parabacteroides__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Parabacteroides__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Pseudomonas__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Pseudomonas__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridia_UCG-014__Subdoligranulum__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Clostridiaceae__Lachnospiraceae__Lactobacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Comamonadaceae__Alistipes__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Comamonadaceae__Christensenellaceae_R-7_group__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Comamonadaceae__Proteus__Prevotella_9	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Comamonadaceae__Pseudomonas__Bifidobacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Comamonadaceae__Pseudomonas__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Corynebacteriaceae__Enterobacterales__Fenollaria	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Corynebacteriaceae__Paraprevotella__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Dialister__Clostridia_UCG-014__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Dialister__Faecalibacterium__Prevotella_9	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Dialister__Lachnospiraceae__[Eubacterium]_siraeum_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Dialister__Parabacteroides__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Dialister__Paraprevotella__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Agathobacter__Erysipelotrichaceae_UCG-003	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Agathobacter__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Alistipes__Ruminococcus	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Bacillaceae__Lactobacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Blautia__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Christensenellaceae_R-7_group__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Faecalibacterium__Dialister	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Faecalibacterium__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Hafnia-Obesumbacterium__Ruminococcaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Lachnospiraceae__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Lachnospiraceae__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Lachnospiraceae__Lachnoclostridium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Lachnospiraceae__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Parabacteroides__Akkermansia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Parabacteroides__Clostridia_UCG-014	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Parabacteroides__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Parabacteroides__Parasutterella	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Parabacteroides__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Paraprevotella__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__Pseudomonas__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__RF39__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__RF39__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Enterobacterales__UCG-002__[Eubacterium]_coprostanoligenes_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Erysipelotrichaceae_UCG-003__Lachnospiraceae__Holdemanella	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Agathobacter__Anaerostipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Agathobacter__Bacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Agathobacter__Enterobacterales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Agathobacter__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Agathobacter__Ruminococcaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Akkermansia__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Akkermansia__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Alistipes__Akkermansia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Alistipes__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Alistipes__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Alistipes__Ruminococcus	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Bacillales__Blautia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Blautia__Enterobacterales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Blautia__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Chloroplast__Fusicatenibacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Christensenellaceae_R-7_group__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Christensenellaceae_R-7_group__Muribaculaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Christensenellaceae_R-7_group__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Clostridia_UCG-014__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Clostridia_UCG-014__Akkermansia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Clostridia_UCG-014__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Enterobacterales__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Enterobacterales__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__Bacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__Christensenellaceae_R-7_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__Lachnospira	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__Phascolarctobacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__RF39	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__Romboutsia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__Ruminococcus	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lachnospiraceae__uncultured_11	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lacticaseibacillus__[Eubacterium]_eligens_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lactobacillales__Dialister	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Lactobacillales__Enterobacterales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Muribaculaceae__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Paraprevotella__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Phascolarctobacterium__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Prevotella_9__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Pseudomonadaceae__[Eubacterium]_eligens_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__RF39__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Roseburia__Blautia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Ruminococcus__Barnesiella	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Ruminococcus__Pseudomonadaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Subdoligranulum__[Eubacterium]_eligens_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Subdoligranulum__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Subdoligranulum__Blautia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Subdoligranulum__Clostridia_UCG-014	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Subdoligranulum__Ruminococcaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__UCG-002__Clostridia_UCG-014	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__UCG-005__Christensenellaceae_R-7_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Veillonella__Pasteurellaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Faecalibacterium__Xanthomonadaceae__Bacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Fusicatenibacter__Faecalibacterium__Anaerostipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Hafnia-Obesumbacterium__Enterobacterales__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Holdemanella__[Eubacterium]_siraeum_group__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnoclostridium__Tannerellaceae__Veillonella	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__[Eubacterium]_coprostanoligenes_group__RF39	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Agathobacter__Blautia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Alistipes__[Eubacterium]_eligens_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Alistipes__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Blautia__Clostridia_UCG-014	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Clostridia_UCG-014__[Eubacterium]_coprostanoligenes_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Dialister__Bifidobacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Enterobacterales__[Eubacterium]_hallii_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Enterobacterales__Dialister	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Faecalibacterium__Blautia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Faecalibacterium__Gastranaerophilales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Faecalibacterium__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Faecalibacterium__Ruminococcus	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Faecalibacterium__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Faecalibacterium__uncultured_11	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Lachnospira__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Lactobacillales__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__NK4A214_group__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Parabacteroides__Phascolarctobacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Parabacteroides__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Paraprevotella__Alloprevotella	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Prevotella_9__[Eubacterium]_eligens_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Pseudomonas__Prevotella_9	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Ruminococcus__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Ruminococcus__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lachnospiraceae__Subdoligranulum__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Lactobacillales__[Eubacterium]_hallii_group__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Mitochondria__Coprococcus__Lachnospira	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Mitochondria__Lactobacillales__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Morganella__Blautia__Enterobacterales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Morganella__Lachnospiraceae__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Muribaculaceae__Akkermansia__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Paenibacillus__Parabacteroides__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Paenibacillus__Planococcaceae__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Alistipes__RF39	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Christensenellaceae_R-7_group__Bacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Enterobacterales__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Enterobacterales__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Faecalibacterium__Akkermansia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Faecalibacterium__Tannerellaceae_1	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Lachnospiraceae__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Lachnospiraceae__Dialister	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Pseudomonas__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Pseudomonas__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Ruminococcaceae__Lactobacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Parabacteroides__Subdoligranulum__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Paraprevotella__[Eubacterium]_eligens_group__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Paraprevotella__Lachnospiraceae__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Paraprevotella__Ruminococcus__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Phascolarctobacterium__Corynebacteriaceae__Holdemanella	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Phascolarctobacterium__Faecalibacterium__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Phascolarctobacterium__Lachnospiraceae__Anaerostipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Phascolarctobacterium__Paraprevotella__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Planococcaceae__Alistipes__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Planococcaceae__Bifidobacterium__Paenibacillus	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Planococcaceae__Faecalibacterium__Blautia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Planococcaceae__Lachnospira__Clostridium_sensu_stricto_1	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Clostridia_UCG-014__UCG-005	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Dialister__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Enterobacterales__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Faecalibacterium__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Faecalibacterium__Coprococcus	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Faecalibacterium__Dialister	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Faecalibacterium__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Planococcaceae__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__Pseudomonas__Alloprevotella	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotella_9__UCG-002__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotellaceae_NK3B31_group__Akkermansia__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotellaceae_NK3B31_group__Prevotella_9__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Prevotellaceae_NK3B31_group__Stenotrophomonas__Enterobacterales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Proteus__Agathobacter__Pseudomonas	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Proteus__Bifidobacterium__Enterobacterales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Proteus__Parabacteroides__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Proteus__Veillonella__Lactobacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Providencia__Parabacteroides__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__[Eubacterium]_coprostanoligenes_group__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__[Eubacterium]_ruminantium_group__UCG-002	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Agathobacter__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Akkermansia__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Alistipes__Christensenellaceae_R-7_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Alistipes__Dialister	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Alistipes__Muribaculaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Alistipes__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Alistipes__Rhizobiaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Bacillales__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Bifidobacterium__Dorea	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Blautia__Erysipelotrichaceae_UCG-003	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Brevundimonas__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Clostridia_UCG-014__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Clostridia_UCG-014__Muribaculaceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Comamonadaceae__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Dialister__[Eubacterium]_coprostanoligenes_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Faecalibacterium__[Eubacterium]_eligens_group	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Faecalibacterium__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Faecalibacterium__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Faecalibacterium__Proteus	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Faecalibacterium__Subdoligranulum	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Faecalibacterium__Unassigned	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Lachnospiraceae__Agathobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Lachnospiraceae__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Lachnospiraceae__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Morganella__Phascolarctobacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Parabacteroides__Paraprevotella	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Phascolarctobacterium__Lactobacillales	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Proteus__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Ruminococcus__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__Streptococcus__Lacticaseibacillus	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__UCG-002__Lachnospiraceae	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__UCG-002__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Pseudomonas__UCG-002__Providencia	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__RF39__Clostridia_UCG-014__Prevotella_9	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__RF39__Pseudomonas__Parabacteroides	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Roseburia__Lachnospiraceae__Faecalibacterium	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Ruminococcus__Bacillales__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Ruminococcus__Blautia__Alistipes	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Stenotrophomonas__Comamonadaceae__Acinetobacter	1
6	Escherichia-Shigella__Enterobacteriaceae__Bacteroides__Stenotrophomonas__Parabacteroides__Enterobacterales	1
